ACWX,2,O,H,|0,0,;0.172566997219691,0.248407271424049,;0.356194832700258,0.30997862207614,;0.311946833640082,0.276008338855274,;0.311946833640082,0.267515555735788,;0.362831778134562,0.33545612217752,;0.336283332680679,0.373672690800997,;0.497787500489491,0.484076323583083,;0.661504720906034,0.615710746435403,;0.676991443143485,0.617834526079517,;0.891593386815622,0.851379798594438,;0.957964832308665,0.893842864934791,;1,0.951167717870004,;0.911504001879645,0.864118867116534,;0.938053332289085,1,;0.924778777703809,0.912951149246529,;0.798672610913138,0.785563011796819,;0.818584110932719,0.768577445557845,;
ACXM,2,O,H,|0,0,;0.00920276073619589,0.400602770721223,;0.205521472392638,0.225903478371399,;0.156441717791411,0.231927872332607,;0.159509509202454,0.237951965089178,;0.184049079754602,0.256023942154252,;0.263803987730061,0.346385935912087,;0.361963190184049,0.439759072434294,;0.546012576687116,0.566265020322277,;0.628834662576687,0.677710435114196,;0.898773006134969,0.909638307446803,;1,1,;0.947852760736196,1,;0.886503374233129,0.90662595986388,;0.849693558282208,0.924698840542867,;0.797546012269939,0.843373287124527,;0.745398773006135,0.762048034910822,;0.773006441717791,0.819276916098244,;
ADAP,2,O,H,|0.0776892430278884,0,;0,0.0756646216768916,;0.262948207171315,0.176278118609407,;0.47410358565737,0.361758691206544,;0.693227091633466,0.54601226993865,;0.721115537848605,0.597137014314929,;0.838645418326693,0.788957055214724,;1,0.903885480572597,;0.940239043824701,1,;0.97808764940239,0.834355828220859,;0.99402390438247,0.883435582822086,;0.842629482071713,0.897750511247444,;0.721115537848605,0.717791411042945,;0.770916334661355,0.648261758691207,;0.745019920318725,0.703476482617587,;0.639442231075697,0.867075664621677,;0.569721115537849,0.466257668711657,;0.48406374501992,0.421267893660532,;
ADAT,2,O,H,|0,0.225806451612903,;0.0526315789473685,0,;0.289473684210526,0.129032258064516,;0.315789473684211,0.225806451612903,;0.315789473684211,0.225806451612903,;0.105263157894737,0.0645161290322581,;0.236842105263158,0.0322580645161291,;0.342105263157895,0.322580645161291,;0.605263157894737,0.483870967741936,;0.526315789473684,0.548387096774194,;0.526315789473684,0.483870967741936,;0.526315789473684,0.580645161290323,;0.736842105263158,0.67741935483871,;0.815789473684211,0.838709677419355,;0.842105263157895,0.870967741935484,;1,0.967741935483871,;0.710526315789474,0.967741935483871,;0.868421052631579,1,;
ADBE,2,O,H,|0,0,;0.249101856932798,0.142429556586141,;0.449101473699539,0.31334397501409,;0.365269557890138,0.25187425065581,;0.14730576241502,0.0674670266067512,;0.340119995123357,0.095952038373619,;0.30658732460791,0.307346972615738,;0.510179513643463,0.322339178761496,;0.61916195030279,0.524737709855728,;0.590418857184055,0.397301708740886,;0.985628513320827,0.878561001283507,;1,1,;0.929340889096366,0.982009742430246,;0.832335330058445,0.742129796421259,;0.911376710387991,0.875562949859513,;0.907784018358789,0.845577338167517,;0.610778722793732,0.689655125885325,;0.637126248771557,0.500750299962564,;
ADHD,2,O,H,|0.00657894736842091,0,;0,0.0134228187919466,;0.256578947368421,0.234899328859061,;0.263157894736842,0.328859060402685,;0.44078947368421,0.308724832214765,;0.539473684210526,0.436241610738255,;0.743421052631579,0.61744966442953,;1,0.912751677852349,;0.934210526315789,1,;0.921052631578947,0.906040268456376,;0.789473684210526,0.885906040268456,;0.809210526315789,0.758389261744966,;0.796052631578947,0.74496644295302,;0.69078947368421,0.697986577181208,;0.638157894736842,0.63758389261745,;0.625,0.583892617449664,;0.664473684210526,0.543624161073826,;0.657894736842105,0.677852348993288,;
ADI,2,O,H,|0,0,;0.264151113019115,0.142307710552271,;0.39511673587497,0.30769196252461,;0.376248585182816,0.291025678336626,;0.319645021008884,0.232050927186017,;0.286348787202838,0.205127975016407,;0.254162209580957,0.193589511998656,;0.544950176459529,0.460256469263649,;0.729189950985561,0.626923029092696,;0.674806143131219,0.579487253780418,;0.920089105458181,0.846153698224833,;1,0.965384610946745,;0.958934619075387,1,;0.944506092010231,0.883333318376067,;0.923418628949751,0.903846141518736,;0.910100202020022,0.883333318376067,;0.931187665080503,0.901282038625902,;0.851276770538684,0.757692404832359,;
ADMA,2,O,H,|0,0,;0.117205108940646,0.0642857142857142,;0.30503380916604,0.242857142857143,;0.233658903080391,0.225,;0.417731029301277,0.35,;0.594290007513148,0.517857142857143,;0.624342599549211,0.556428571428571,;0.673178061607814,0.599642857142857,;0.688204357625845,0.703571428571429,;0.737039819684448,0.671428571428571,;0.921111945905335,0.828571428571429,;0.834710743801653,0.746428571428571,;0.887302779864764,0.796428571428571,;1,0.903571428571428,;0.834710743801653,1,;0.924868519909842,0.832142857142857,;0.887302779864764,0.827142857142857,;0.921111945905335,0.828571428571429,;
ADMP,2,O,H,|0.0166666666666663,0.336,;0,0,;0.308333333333333,0.16,;0.275,0.344,;0.333333333333333,0.352,;0.566666666666666,0.48,;0.716666666666666,0.752,;0.808333333333333,0.744,;0.958333333333333,0.784,;0.808333333333333,0.832,;0.891666666666666,0.824,;0.833333333333333,0.752,;0.85,0.752,;0.85,0.8,;0.749999999999999,0.655999999999999,;0.733333333333333,0.84,;0.891666666666666,0.72,;1,1,;
ADMS,2,O,H,|0.654509327222104,0.593175787401575,;0.594827625651699,0.621391076115486,;0.651193743447861,0.558399015748032,;0.628647322854597,0.560695538057743,;0.626657866489248,0.532152165354331,;0.626657866489248,0.549868766404199,;0.498673773121603,0.543307020997375,;0.699602168408632,0.616797900262467,;0.809018621287707,0.715223097112861,;0.850132748682543,0.763123359580053,;0.907824993887599,0.795931758530184,;0.932360870846212,0.857939566929134,;0.96220158900541,0.897637860892388,;0.980769295806983,1,;1,0.998687664041995,;0.522546453749765,0.942913320209974,;0.11140577661842,0.0242781496062992,;0,0,;
